date,quarter,sender_country,receiver_country,sender_currency,receiver_currency,corridor,provider,provider_type,send_amount_usd,total_cost_pct,fee_pct,fx_margin_pct,transfer_speed_days,payout_method,transparency_flag,year,volatility_30d,inflation_yoy,currency_trust_score,dollar_dependency_score,explicit_fee_loss_pct,fx_spread_loss_pct,timing_loss_pct,inflation_erosion_pct,payout_friction_pct,volatility_loss_pct,dollar_dependency_drag_pct,trust_discount_pct,vsi_core_loss_pct,vsi_core,vsi_risk_adjusted_loss_pct,vsi_risk_adjusted,vsi_extended_loss_pct,vsi_extended,total_value_loss_pct,real_usable_value_delivered_pct,value_survival_index,value_loss_usd_per_100,interpretation,sensitivity_case,payout_friction_source,limitations,fee_source,fx_margin_source,inflation_source,fx_volatility_source,remittance_volume_source,dollar_dependency_source,trust_score_source,methodology_version,mock_data_flag,manual_assumption_flag,original_value_sent_usd,data_mode,rank,data_quality_score,data_quality_grade,real_data_coverage_pct,data_quality_score_normalized
2022-01-01,2022Q1,United States,Mexico,USD,MXN,United States→Mexico,RPW_curated_bank_0,bank,200,0.0419141512392632,0.0124570756196316,0.0224570756196316,1,bank,True,2022,0.065700548352285,0.0472225588452931,50.0,50.0,0.0124570756196316,0.0224570756196316,0.001034686380599527,0.0002587537470974964,0.001,0.006570054835228501,0.00375,0.005,0.03720759136696022,96.27924086330398,0.04377764620218872,95.62223537978113,0.052527646202188714,94.74723537978113,0.04377764620218872,0.9562223537978113,95.62223537978113,4.377764620218872,High value survival (estimated),baseline,payout_method_default,"Measurement framework only — estimates cross-border value loss under stated assumptions. Does not prove causal welfare effects without identification. Not investment advice, not a trading signal, not a price forecast. Extended specification components (dollar drag, trust discount) are model-based adjustments.",world_bank_rpw_curated,world_bank_rpw_curated,world_bank_api_macro,imf_fx_lab_cache,world_bank_knomad_curated,manual_research_bis_extended_spec,macro_sovereignty_extended_spec,vsi-credible-1.0,False,False,200,real,135.0,85,Strong,66.7,0.85
2022-01-01,2022Q1,United States,Mexico,USD,MXN,United States→Mexico,RPW_curated_mto_1,mto,200,0.0518800476812785,0.0164400238406392,0.0264400238406392,0,cash,True,2022,0.065700548352285,0.0472225588452931,50.0,50.0,0.0164400238406392,0.0264400238406392,0.001034686380599527,0.0002587537470974964,0.005,0.006570054835228501,0.00375,0.005,0.049173487808975416,95.08265121910246,0.05574354264420392,94.42564573557961,0.06449354264420393,93.55064573557961,0.05574354264420392,0.9442564573557961,94.42564573557961,5.574354264420392,Moderate value leakage (estimated),baseline,payout_method_default,"Measurement framework only — estimates cross-border value loss under stated assumptions. Does not prove causal welfare effects without identification. Not investment advice, not a trading signal, not a price forecast. Extended specification components (dollar drag, trust discount) are model-based adjustments.",world_bank_rpw_curated,world_bank_rpw_curated,world_bank_api_macro,imf_fx_lab_cache,world_bank_knomad_curated,manual_research_bis_extended_spec,macro_sovereignty_extended_spec,vsi-credible-1.0,False,False,200,real,76.0,85,Strong,66.7,0.85
2022-01-01,2022Q1,United States,India,USD,INR,United States→India,RPW_curated_bank_2,bank,200,0.0502513535874193,0.0111256767937096,0.0311256767937096,1,bank,True,2022,0.06930079954063,0.0495303550973656,50.0,50.0,0.0111256767937096,0.0311256767937096,0.001091385007395513,0.0002713992060129622,0.001,0.006930079954063,0.00375,0.005,0.04461413780082768,95.53858621991724,0.05154421775489068,94.84557822451093,0.06029421775489068,93.97057822451093,0.05154421775489068,0.9484557822451093,94.84557822451093,5.154421775489068,Moderate value leakage (estimated),baseline,payout_method_default,"Measurement framework only — estimates cross-border value loss under stated assumptions. Does not prove causal welfare effects without identification. Not investment advice, not a trading signal, not a price forecast. Extended specification components (dollar drag, trust discount) are model-based adjustments.",world_bank_rpw_curated,world_bank_rpw_curated,world_bank_api_macro,imf_fx_lab_cache,world_bank_knomad_curated,manual_research_bis_extended_spec,macro_sovereignty_extended_spec,vsi-credible-1.0,False,False,200,real,92.0,85,Strong,66.7,0.85
2022-01-01,2022Q1,United States,India,USD,INR,United States→India,RPW_curated_mto_3,mto,200,0.0548216941491736,0.0094108470745868,0.0364108470745868,0,cash,True,2022,0.06930079954063,0.0495303550973656,50.0,50.0,0.0094108470745868,0.0364108470745868,0.001091385007395513,0.0002713992060129622,0.005,0.006930079954063,0.00375,0.005,0.052184478362582075,94.7815521637418,0.059114558316645076,94.0885441683355,0.06786455831664508,93.21354416833549,0.059114558316645076,0.940885441683355,94.0885441683355,5.911455831664507,Moderate value leakage (estimated),baseline,payout_method_default,"Measurement framework only — estimates cross-border value loss under stated assumptions. Does not prove causal welfare effects without identification. Not investment advice, not a trading signal, not a price forecast. Extended specification components (dollar drag, trust discount) are model-based adjustments.",world_bank_rpw_curated,world_bank_rpw_curated,world_bank_api_macro,imf_fx_lab_cache,world_bank_knomad_curated,manual_research_bis_extended_spec,macro_sovereignty_extended_spec,vsi-credible-1.0,False,False,200,real,54.0,85,Strong,66.7,0.85
2022-01-01,2022Q1,United States,Philippines,USD,PHP,United States→Philippines,RPW_curated_bank_4,bank,200,0.0381468944340384,0.0060734472170192,0.0250734472170192,1,bank,True,2022,0.0954958534695997,0.0321260487006347,50.0,50.0,0.0060734472170192,0.0250734472170192,0.001503918330466818,0.00017603314356512165,0.001,0.00954958534695997,0.00375,0.005,0.03382684590807034,96.61731540919295,0.04337643125503031,95.66235687449696,0.05212643125503031,94.78735687449696,0.04337643125503031,0.9566235687449697,95.66235687449696,4.337643125503031,High value survival (estimated),baseline,payout_method_default,"Measurement framework only — estimates cross-border value loss under stated assumptions. Does not prove causal welfare effects without identification. Not investment advice, not a trading signal, not a price forecast. Extended specification components (dollar drag, trust discount) are model-based adjustments.",world_bank_rpw_curated,world_bank_rpw_curated,world_bank_api_macro,imf_fx_lab_cache,world_bank_knomad_curated,manual_research_bis_extended_spec,macro_sovereignty_extended_spec,vsi-credible-1.0,False,False,200,real,136.0,85,Strong,66.7,0.85
2022-01-01,2022Q1,United States,Colombia,USD,COP,United States→Colombia,RPW_curated_mto_5,mto,200,0.054093461479413,0.0130467307397065,0.0300467307397065,2,cash,True,2022,0.1290374244265205,0.0660908593728228,50.0,50.0,0.0130467307397065,0.0300467307397065,0.004064296843486483,0.0005432125427903244,0.005,0.01290374244265205,0.00375,0.005,0.052700970865689804,94.72990291343102,0.06560471330834186,93.43952866916581,0.07435471330834187,92.56452866916581,0.06560471330834186,0.9343952866916582,93.43952866916581,6.560471330834186,Moderate value leakage (estimated),baseline,payout_method_default,"Measurement framework only — estimates cross-border value loss under stated assumptions. Does not prove causal welfare effects without identification. Not investment advice, not a trading signal, not a price forecast. Extended specification components (dollar drag, trust discount) are model-based adjustments.",world_bank_rpw_curated,world_bank_rpw_curated,world_bank_api_macro,imf_fx_lab_cache,world_bank_knomad_curated,manual_research_bis_extended_spec,macro_sovereignty_extended_spec,vsi-credible-1.0,False,False,200,real,36.0,85,Strong,66.7,0.85
2022-01-01,2022Q1,United States,Brazil,USD,BRL,United States→Brazil,RPW_curated_bank_6,bank,200,0.0623835212095018,0.0161917606047509,0.0341917606047509,2,bank,True,2022,0.1298837241791649,0.0436746407652336,50.0,50.0,0.0161917606047509,0.0341917606047509,0.004090952780154491,0.0003589696501252077,0.001,0.012988372417916491,0.00375,0.005,0.055833443639781495,94.41665563602186,0.068821816057698,93.1178183942302,0.077571816057698,92.2428183942302,0.068821816057698,0.931178183942302,93.1178183942302,6.8821816057698,Moderate value leakage (estimated),baseline,payout_method_default,"Measurement framework only — estimates cross-border value loss under stated assumptions. Does not prove causal welfare effects without identification. Not investment advice, not a trading signal, not a price forecast. Extended specification components (dollar drag, trust discount) are model-based adjustments.",world_bank_rpw_curated,world_bank_rpw_curated,world_bank_api_macro,imf_fx_lab_cache,world_bank_knomad_curated,manual_research_bis_extended_spec,macro_sovereignty_extended_spec,vsi-credible-1.0,False,False,200,real,28.0,85,Strong,66.7,0.85
2022-01-01,2022Q1,United States,Guatemala,USD,GTQ,United States→Guatemala,RPW_curated_mto_7,mto,200,0.0500512722229692,0.0135256361114846,0.0285256361114846,1,cash,True,2022,0.12,0.05,50.0,50.0,0.0135256361114846,0.0285256361114846,0.0018898223650461359,0.00027397260273972606,0.005,0.012,0.00375,0.005,0.04921506719075506,95.07849328092449,0.06121506719075506,93.87849328092449,0.06996506719075507,93.0034932809245,0.06121506719075506,0.9387849328092449,93.87849328092449,6.121506719075506,Moderate value leakage (estimated),baseline,payout_method_default,"Measurement framework only — estimates cross-border value loss under stated assumptions. Does not prove causal welfare effects without identification. Not investment advice, not a trading signal, not a price forecast. Extended specification components (dollar drag, trust discount) are model-based adjustments.",world_bank_rpw_curated,world_bank_rpw_curated,world_bank_api_macro,imf_fx_lab_cache,world_bank_knomad_curated,manual_research_bis_extended_spec,macro_sovereignty_extended_spec,vsi-credible-1.0,False,False,200,real,45.0,85,Strong,66.7,0.85
2022-01-01,2022Q1,United States,El Salvador,USD,USD,United States→El Salvador,RPW_curated_mto_8,mto,200,0.0379495965274871,0.0099747982637435,0.0199747982637435,0,cash,True,2022,0.12,0.05,50.0,50.0,0.0099747982637435,0.0199747982637435,0.0018898223650461359,0.00027397260273972606,0.005,0.012,0.00375,0.005,0.03711339149527286,96.28866085047272,0.04911339149527286,95.08866085047272,0.05786339149527286,94.2136608504727,0.04911339149527286,0.9508866085047272,95.08866085047272,4.911339149527286,High value survival (estimated),baseline,payout_method_default,"Measurement framework only — estimates cross-border value loss under stated assumptions. Does not prove causal welfare effects without identification. Not investment advice, not a trading signal, not a price forecast. Extended specification components (dollar drag, trust discount) are model-based adjustments.",world_bank_rpw_curated,world_bank_rpw_curated,world_bank_api_macro,imf_fx_lab_cache,world_bank_knomad_curated,manual_research_bis_extended_spec,macro_sovereignty_extended_spec,vsi-credible-1.0,False,False,200,real,115.0,85,Strong,66.7,0.85
2022-01-01,2022Q1,United States,Dominican Republic,USD,DOP,United States→Dominican Republic,RPW_curated_mto_9,mto,200,0.0464408682172792,0.0107204341086396,0.0257204341086396,1,cash,True,2022,0.12,0.05,50.0,50.0,0.0107204341086396,0.0257204341086396,0.0018898223650461359,0.00027397260273972606,0.005,0.012,0.00375,0.005,0.04360466318506506,95.63953368149349,0.05560466318506506,94.43953368149349,0.06435466318506507,93.56453368149349,0.05560466318506506,0.9443953368149349,94.43953368149349,5.5604663185065055,Moderate value leakage (estimated),baseline,payout_method_default,"Measurement framework only — estimates cross-border value loss under stated assumptions. Does not prove causal welfare effects without identification. Not investment advice, not a trading signal, not a price forecast. Extended specification components (dollar drag, trust discount) are model-based adjustments.",world_bank_rpw_curated,world_bank_rpw_curated,world_bank_api_macro,imf_fx_lab_cache,world_bank_knomad_curated,manual_research_bis_extended_spec,macro_sovereignty_extended_spec,vsi-credible-1.0,False,False,200,real,78.0,85,Strong,66.7,0.85
