settlement_drag_cost_usd,settlement_drag_cost_per_100,settlement_drag_index,sdi_core,sdi_risk_adjusted,sdi_extended,capital_cost_usd,fx_exposure_cost_usd,failure_cost_usd,operational_cost_usd,interpretation,sensitivity_case,methodology_version,limitations,data_quality_score,data_quality_grade,mock_data_flag,source_id,sdi_core_risk,sdi_risk_adjusted_risk,sdi_extended_risk,entity,entity_type,country,payment_system,rail_type
273.9726027397261,0.027397260273972605,99.97260273972603,99.97260273972603,99.97260273972603,86.58885437399711,273.9726027397261,0.0,0.0,0.0,Low settlement drag (estimated),baseline,settlement-lab-credible-1.0,"SDI estimates settlement drag under stated cost-of-capital and lag assumptions. Measurement framework only — estimates settlement economics under stated assumptions. Does not prove causal effects without identification. Not financial advice, not investment recommendation, not operational guidance for live payment systems.",88.0,Research grade,False,world_bank_rpw,99.97260273972603,86.6388543739971,86.6388543739971,Brazil | Remittance corridor (United States→Brazil),rail,Brazil,Remittance corridor (United States→Brazil),bank_remittance
301369.86301369866,0.00027397260273972606,99.99972602739726,99.99972602739726,99.99972602739726,99.88965026604848,301369.86301369866,0.0,0.0,0.0,Low settlement drag (estimated),baseline,settlement-lab-credible-1.0,"SDI estimates settlement drag under stated cost-of-capital and lag assumptions. Measurement framework only — estimates settlement economics under stated assumptions. Does not prove causal effects without identification. Not financial advice, not investment recommendation, not operational guidance for live payment systems.",88.0,Research grade,False,bis_cpmi,99.99972602739726,99.93965026604847,99.93965026604847,Brazil | STR,rail,Brazil,STR,rtgs
49315.06849315069,0.00027397260273972606,99.99972602739726,99.99972602739726,99.99972602739726,99.86926304137694,49315.06849315069,0.0,0.0,0.0,Low settlement drag (estimated),baseline,settlement-lab-credible-1.0,"SDI estimates settlement drag under stated cost-of-capital and lag assumptions. Measurement framework only — estimates settlement economics under stated assumptions. Does not prove causal effects without identification. Not financial advice, not investment recommendation, not operational guidance for live payment systems.",88.0,Research grade,False,bis_cpmi,99.99972602739726,99.91926304137694,99.91926304137694,Colombia | CENIT,rail,Colombia,CENIT,rtgs
273.9726027397261,0.027397260273972605,99.97260273972603,99.97260273972603,99.97260273972603,86.6374164036288,273.9726027397261,0.0,0.0,0.0,Low settlement drag (estimated),baseline,settlement-lab-credible-1.0,"SDI estimates settlement drag under stated cost-of-capital and lag assumptions. Measurement framework only — estimates settlement economics under stated assumptions. Does not prove causal effects without identification. Not financial advice, not investment recommendation, not operational guidance for live payment systems.",88.0,Research grade,False,world_bank_rpw,99.97260273972603,86.6874164036288,86.6874164036288,Colombia | Remittance corridor (United States→Colombia),rail,Colombia,Remittance corridor (United States→Colombia),remittance
136.98630136986304,0.013698630136986302,99.98630136986301,99.98630136986301,99.98630136986301,87.99941444014365,136.98630136986304,0.0,0.0,0.0,Low settlement drag (estimated),baseline,settlement-lab-credible-1.0,"SDI estimates settlement drag under stated cost-of-capital and lag assumptions. Measurement framework only — estimates settlement economics under stated assumptions. Does not prove causal effects without identification. Not financial advice, not investment recommendation, not operational guidance for live payment systems.",88.0,Research grade,False,world_bank_rpw,99.98630136986301,88.04941444014365,88.04941444014365,Dominican Republic | Remittance corridor (United States→Dominican Republic),rail,Dominican Republic,Remittance corridor (United States→Dominican Republic),remittance
136.98630136986304,0.013698630136986302,99.98630136986301,99.98630136986301,99.98630136986301,88.47823017415132,136.98630136986304,0.0,0.0,0.0,Low settlement drag (estimated),baseline,settlement-lab-credible-1.0,"SDI estimates settlement drag under stated cost-of-capital and lag assumptions. Measurement framework only — estimates settlement economics under stated assumptions. Does not prove causal effects without identification. Not financial advice, not investment recommendation, not operational guidance for live payment systems.",88.0,Research grade,False,world_bank_rpw,99.98630136986301,88.52823017415132,88.52823017415132,El Salvador | Remittance corridor (United States→El Salvador),rail,El Salvador,Remittance corridor (United States→El Salvador),remittance
4657534.246575343,0.00027397260273972606,99.99972602739726,99.99972602739726,99.99972602739726,99.93472112519234,4657534.246575343,0.0,0.0,0.0,Low settlement drag (estimated),baseline,settlement-lab-credible-1.0,"SDI estimates settlement drag under stated cost-of-capital and lag assumptions. Measurement framework only — estimates settlement economics under stated assumptions. Does not prove causal effects without identification. Not financial advice, not investment recommendation, not operational guidance for live payment systems.",88.0,Research grade,False,bis_cpmi,99.99972602739726,99.98472112519234,99.98472112519234,Euro Area | TARGET2,rail,Euro Area,TARGET2,rtgs
2191.7808219178087,2.7397260273972607e-05,99.99997260273973,99.99997260273973,99.99997260273973,99.91893088419401,2191.7808219178087,0.0,0.0,0.0,Low settlement drag (estimated),baseline,settlement-lab-credible-1.0,"SDI estimates settlement drag under stated cost-of-capital and lag assumptions. Measurement framework only — estimates settlement economics under stated assumptions. Does not prove causal effects without identification. Not financial advice, not investment recommendation, not operational guidance for live payment systems.",88.0,Research grade,False,bis_cpmi,99.99997260273973,99.96893088419401,99.96893088419401,Euro Area | TIPS,rail,Euro Area,TIPS,instant
136.98630136986304,0.013698630136986302,99.98630136986301,99.98630136986301,99.98630136986301,86.6025530041341,136.98630136986304,0.0,0.0,0.0,Low settlement drag (estimated),baseline,settlement-lab-credible-1.0,"SDI estimates settlement drag under stated cost-of-capital and lag assumptions. Measurement framework only — estimates settlement economics under stated assumptions. Does not prove causal effects without identification. Not financial advice, not investment recommendation, not operational guidance for live payment systems.",88.0,Research grade,False,world_bank_rpw,99.98630136986301,86.65255300413409,86.65255300413409,Guatemala | Remittance corridor (United States→Guatemala),rail,Guatemala,Remittance corridor (United States→Guatemala),remittance
684931.5068493151,0.00027397260273972606,99.99972602739726,99.99972602739726,99.99972602739726,99.9096926924038,684931.5068493151,0.0,0.0,0.0,Low settlement drag (estimated),baseline,settlement-lab-credible-1.0,"SDI estimates settlement drag under stated cost-of-capital and lag assumptions. Measurement framework only — estimates settlement economics under stated assumptions. Does not prove causal effects without identification. Not financial advice, not investment recommendation, not operational guidance for live payment systems.",88.0,Research grade,False,bis_cpmi,99.99972602739726,99.95969269240379,99.95969269240379,India | RTGS (IN),rail,India,RTGS (IN),rtgs
136.98630136986304,0.013698630136986302,99.98630136986301,99.98630136986301,99.98630136986301,88.0437948924849,136.98630136986304,0.0,0.0,0.0,Low settlement drag (estimated),baseline,settlement-lab-credible-1.0,"SDI estimates settlement drag under stated cost-of-capital and lag assumptions. Measurement framework only — estimates settlement economics under stated assumptions. Does not prove causal effects without identification. Not financial advice, not investment recommendation, not operational guidance for live payment systems.",88.0,Research grade,False,world_bank_rpw,99.98630136986301,88.0937948924849,88.0937948924849,India | Remittance corridor (United States→India),rail,India,Remittance corridor (United States→India),bank_remittance
136.98630136986304,0.013698630136986302,99.98630136986301,99.98630136986301,99.98630136986301,87.60722672849637,136.98630136986304,0.0,0.0,0.0,Low settlement drag (estimated),baseline,settlement-lab-credible-1.0,"SDI estimates settlement drag under stated cost-of-capital and lag assumptions. Measurement framework only — estimates settlement economics under stated assumptions. Does not prove causal effects without identification. Not financial advice, not investment recommendation, not operational guidance for live payment systems.",88.0,Research grade,False,world_bank_rpw,99.98630136986301,87.65722672849637,87.65722672849637,India | Remittance corridor (United States→India),rail,India,Remittance corridor (United States→India),remittance
